"Master_Incident_Number","Response_Date","Time_First_Unit_Assigned","All_Calls","Unit_Assigned","Stop","Arrest","year"
"230122GG01669",2023-01-22,NA,"All Calls",NA,NA,NA,2023
"230122GG01886",2023-01-22,NA,"All Calls",NA,NA,NA,2023
"230122GG02059",2023-01-22,NA,"All Calls",NA,NA,NA,2023
"230125GG02100",2023-01-25,NA,"All Calls",NA,NA,NA,2023
"230126GG00461",2023-01-26,NA,"All Calls",NA,NA,NA,2023
"230126GG02168",2023-01-26,NA,"All Calls",NA,NA,NA,2023
"230127GG02004",2023-01-27,NA,"All Calls",NA,NA,NA,2023
"230127GG02290",2023-01-27,NA,"All Calls",NA,NA,NA,2023
"230128GG01750",2023-01-28,NA,"All Calls",NA,NA,NA,2023
"230128GG01897",2023-01-28,NA,"All Calls",NA,NA,NA,2023
"230129GG01588",2023-01-29,NA,"All Calls",NA,NA,NA,2023
"230129GG01765",2023-01-29,NA,"All Calls",NA,NA,NA,2023
"230130GG01248",2023-01-30,NA,"All Calls",NA,NA,NA,2023
"230130GG01505",2023-01-30,NA,"All Calls",NA,NA,NA,2023
"230130GG01956",2023-01-30,NA,"All Calls",NA,NA,NA,2023
"230131GG01168",2023-01-31,NA,"All Calls",NA,NA,NA,2023
"230201GG01953",2023-02-01,NA,"All Calls",NA,NA,NA,2023
"230202GG00424",2023-02-02,NA,"All Calls",NA,NA,NA,2023
"230202GG01753",2023-02-02,NA,"All Calls",NA,NA,NA,2023
"230203GG00363",2023-02-03,NA,"All Calls",NA,NA,NA,2023
"230203GG02270",2023-02-03,NA,"All Calls",NA,NA,NA,2023
"230204GG00868",2023-02-04,NA,"All Calls",NA,NA,NA,2023
"230204GG01870",2023-02-04,NA,"All Calls",NA,NA,NA,2023
"230205GG01552",2023-02-05,NA,"All Calls",NA,NA,NA,2023
"230205GG01648",2023-02-05,NA,"All Calls",NA,NA,NA,2023
"230206GG01093",2023-02-06,NA,"All Calls",NA,NA,NA,2023
"230206GG01617",2023-02-06,NA,"All Calls",NA,NA,NA,2023
"230206GG01761",2023-02-06,NA,"All Calls",NA,NA,NA,2023
"230209GG01697",2023-02-09,NA,"All Calls",NA,NA,NA,2023
"230211GG00089",2023-02-11,NA,"All Calls",NA,NA,NA,2023
"230211GG01250",2023-02-11,NA,"All Calls",NA,NA,NA,2023
"230211GG02067",2023-02-11,NA,"All Calls",NA,NA,NA,2023
"230212GG01525",2023-02-12,NA,"All Calls",NA,NA,NA,2023
"230213GG00505",2023-02-13,NA,"All Calls",NA,NA,NA,2023
"230214GG01825",2023-02-14,NA,"All Calls",NA,NA,NA,2023
"230215GG01749",2023-02-15,NA,"All Calls",NA,NA,NA,2023
"230216GG02026",2023-02-16,NA,"All Calls",NA,NA,NA,2023
"230218GG01759",2023-02-18,NA,"All Calls",NA,NA,NA,2023
"230219GG01583",2023-02-19,NA,"All Calls",NA,NA,NA,2023
"230220GG01734",2023-02-20,NA,"All Calls",NA,NA,NA,2023
"230220GG01918",2023-02-20,2023-02-20,"All Calls","Unit Assigned",NA,NA,2023
"230223GG01575",2023-02-23,NA,"All Calls",NA,NA,NA,2023
"230223GG01624",2023-02-23,NA,"All Calls",NA,NA,NA,2023
"230224GG00934",2023-02-24,NA,"All Calls",NA,NA,NA,2023
"230224GG02595",2023-02-24,NA,"All Calls",NA,NA,NA,2023
"230226GG00188",2023-02-26,NA,"All Calls",NA,NA,NA,2023
"230226GG00217",2023-02-26,NA,"All Calls",NA,NA,NA,2023
"230226GG01229",2023-02-26,NA,"All Calls",NA,NA,NA,2023
"230226GG01708",2023-02-26,NA,"All Calls",NA,NA,NA,2023
"230228GG00135",2023-02-28,NA,"All Calls",NA,NA,NA,2023
"230301GG02160",2023-03-01,NA,"All Calls",NA,NA,NA,2023
"230302GG01703",2023-03-02,NA,"All Calls",NA,NA,NA,2023
"230302GG02192",2023-03-02,NA,"All Calls",NA,NA,NA,2023
"230303GG02046",2023-03-03,NA,"All Calls",NA,NA,NA,2023
"230303GG02074",2023-03-03,NA,"All Calls",NA,NA,NA,2023
"230303GG02108",2023-03-03,NA,"All Calls",NA,NA,NA,2023
"230304GG00288",2023-03-04,NA,"All Calls",NA,NA,NA,2023
"230304GG01193",2023-03-04,NA,"All Calls",NA,NA,NA,2023
"230305GG00010",2023-03-05,NA,"All Calls",NA,NA,NA,2023
"230305GG00301",2023-03-05,NA,"All Calls",NA,NA,NA,2023
"230305GG02144",2023-03-05,NA,"All Calls",NA,NA,NA,2023
"230306GG00773",2023-03-06,NA,"All Calls",NA,NA,NA,2023
"230306GG02073",2023-03-06,NA,"All Calls",NA,NA,NA,2023
"230307GG02037",2023-03-07,2023-03-07,"All Calls","Unit Assigned",NA,NA,2023
"230308GG00151",2023-03-08,2023-03-08,"All Calls","Unit Assigned",NA,NA,2023
"230309GG00588",2023-03-09,NA,"All Calls",NA,NA,NA,2023
"230311GG00040",2023-03-11,NA,"All Calls",NA,NA,NA,2023
"230311GG01921",2023-03-11,NA,"All Calls",NA,NA,NA,2023
"230311GG01974",2023-03-11,NA,"All Calls",NA,NA,NA,2023
"230311GG02007",2023-03-11,NA,"All Calls",NA,NA,NA,2023
"230312GG00049",2023-03-12,NA,"All Calls",NA,NA,NA,2023
"230312GG01706",2023-03-12,NA,"All Calls",NA,NA,NA,2023
"230313GG01473",2023-03-13,NA,"All Calls",NA,NA,NA,2023
"230314GG00723",2023-03-14,NA,"All Calls",NA,NA,NA,2023
"230314GG01787",2023-03-14,NA,"All Calls",NA,NA,NA,2023
"230315GG02177",2023-03-15,NA,"All Calls",NA,NA,NA,2023
"230315GG02190",2023-03-15,NA,"All Calls",NA,NA,NA,2023
"230316GG01335",2023-03-16,NA,"All Calls",NA,NA,NA,2023
"230316GG01490",2023-03-16,NA,"All Calls",NA,NA,NA,2023
"230316GG01835",2023-03-16,NA,"All Calls",NA,NA,NA,2023
"230317GG01815",2023-03-17,NA,"All Calls",NA,NA,NA,2023
"230317GG01892",2023-03-17,NA,"All Calls",NA,NA,NA,2023
"230317GG02128",2023-03-17,NA,"All Calls",NA,NA,NA,2023
"230318GG00028",2023-03-18,NA,"All Calls",NA,NA,NA,2023
"230318GG00164",2023-03-18,NA,"All Calls",NA,NA,NA,2023
"230318GG00312",2023-03-18,NA,"All Calls",NA,NA,NA,2023
"230318GG01269",2023-03-18,NA,"All Calls",NA,NA,NA,2023
"230318GG01488",2023-03-18,NA,"All Calls",NA,NA,NA,2023
"230318GG01619",2023-03-18,NA,"All Calls",NA,NA,NA,2023
"230318GG01726",2023-03-18,NA,"All Calls",NA,NA,NA,2023
"230318GG01806",2023-03-18,NA,"All Calls",NA,NA,NA,2023
"230320GG01486",2023-03-20,NA,"All Calls",NA,NA,NA,2023
"230320GG01991",2023-03-20,NA,"All Calls",NA,NA,NA,2023
"230322GG02247",2023-03-22,NA,"All Calls",NA,NA,NA,2023
"230324GG02125",2023-03-24,NA,"All Calls",NA,NA,NA,2023
"230324GG02136",2023-03-24,NA,"All Calls",NA,NA,NA,2023
"230324GG02152",2023-03-24,NA,"All Calls",NA,NA,NA,2023
"230324GG02171",2023-03-24,NA,"All Calls",NA,NA,NA,2023
"230324GG02176",2023-03-24,NA,"All Calls",NA,NA,NA,2023
"230325GG00530",2023-03-25,NA,"All Calls",NA,NA,NA,2023
"230325GG00867",2023-03-25,2023-03-25,"All Calls","Unit Assigned",NA,NA,2023
"230325GG01973",2023-03-25,NA,"All Calls",NA,NA,NA,2023
"230326GG00024",2023-03-26,NA,"All Calls",NA,NA,NA,2023
"230326GG00136",2023-03-26,NA,"All Calls",NA,NA,NA,2023
"230328GG01748",2023-03-28,NA,"All Calls",NA,NA,NA,2023
"230328GG02160",2023-03-28,NA,"All Calls",NA,NA,NA,2023
"230330GG00021",2023-03-30,NA,"All Calls",NA,NA,NA,2023
"230330GG00041",2023-03-30,NA,"All Calls",NA,NA,NA,2023
"230331GG00031",2023-03-31,NA,"All Calls",NA,NA,NA,2023
"230331GG02242",2023-03-31,NA,"All Calls",NA,NA,NA,2023
"230402GG01333",2023-04-02,NA,"All Calls",NA,NA,NA,2023
"230402GG01941",2023-04-02,NA,"All Calls",NA,NA,NA,2023
"230402GG01951",2023-04-02,NA,"All Calls",NA,NA,NA,2023
"230402GG02081",2023-04-02,NA,"All Calls",NA,NA,NA,2023
"230403GG01863",2023-04-03,NA,"All Calls",NA,NA,NA,2023
"230404GG01340",2023-04-04,NA,"All Calls",NA,NA,NA,2023
"230405GG01601",2023-04-05,NA,"All Calls",NA,NA,NA,2023
"230405GG02310",2023-04-05,NA,"All Calls",NA,NA,NA,2023
"230405GG02340",2023-04-05,NA,"All Calls",NA,NA,NA,2023
"230406GG02291",2023-04-06,NA,"All Calls",NA,NA,NA,2023
"230407GG00166",2023-04-07,NA,"All Calls",NA,NA,NA,2023
"230407GG02256",2023-04-07,NA,"All Calls",NA,NA,NA,2023
"230408GG00037",2023-04-08,NA,"All Calls",NA,NA,NA,2023
"230409GG01711",2023-04-09,NA,"All Calls",NA,NA,NA,2023
"230409GG01920",2023-04-09,NA,"All Calls",NA,NA,NA,2023
"230409GG02140",2023-04-09,NA,"All Calls",NA,NA,NA,2023
"230411GG00108",2023-04-11,NA,"All Calls",NA,NA,NA,2023
"230411GG00336",2023-04-11,NA,"All Calls",NA,NA,NA,2023
"230413GG02271",2023-04-13,NA,"All Calls",NA,NA,NA,2023
"230414GG02467",2023-04-14,NA,"All Calls",NA,NA,NA,2023
"230415GG00068",2023-04-15,NA,"All Calls",NA,NA,NA,2023
"230415GG00238",2023-04-15,NA,"All Calls",NA,NA,NA,2023
"230415GG01683",2023-04-15,NA,"All Calls",NA,NA,NA,2023
"230415GG02006",2023-04-15,NA,"All Calls",NA,NA,NA,2023
"230416GG01344",2023-04-16,NA,"All Calls",NA,NA,NA,2023
"230417GG01950",2023-04-17,NA,"All Calls",NA,NA,NA,2023
"230418GG00469",2023-04-18,NA,"All Calls",NA,NA,NA,2023
"230418GG02515",2023-04-18,NA,"All Calls",NA,NA,NA,2023
"230420GG01089",2023-04-20,NA,"All Calls",NA,NA,NA,2023
"230420GG01317",2023-04-20,NA,"All Calls",NA,NA,NA,2023
"230420GG02088",2023-04-20,NA,"All Calls",NA,NA,NA,2023
"230421GG00409",2023-04-21,NA,"All Calls",NA,NA,NA,2023
"230421GG00600",2023-04-21,NA,"All Calls",NA,NA,NA,2023
"230422GG01523",2023-04-22,NA,"All Calls",NA,NA,NA,2023
"230422GG01806",2023-04-22,NA,"All Calls",NA,NA,NA,2023
"230424GG01480",2023-04-24,NA,"All Calls",NA,NA,NA,2023
"230425GG00066",2023-04-25,NA,"All Calls",NA,NA,NA,2023
"230425GG01031",2023-04-25,NA,"All Calls",NA,NA,NA,2023
"230427GG02410",2023-04-27,NA,"All Calls",NA,NA,NA,2023
"230427GG02433",2023-04-27,NA,"All Calls",NA,NA,NA,2023
"230428GG00617",2023-04-28,NA,"All Calls",NA,NA,NA,2023
"230428GG01722",2023-04-28,NA,"All Calls",NA,NA,NA,2023
"230428GG02056",2023-04-28,NA,"All Calls",NA,NA,NA,2023
"230429GG02110",2023-04-29,NA,"All Calls",NA,NA,NA,2023
"230504GG00167",2023-05-04,NA,"All Calls",NA,NA,NA,2023
"230504GG00253",2023-05-04,NA,"All Calls",NA,NA,NA,2023
"230504GG00354",2023-05-04,NA,"All Calls",NA,NA,NA,2023
"230504GG01704",2023-05-04,NA,"All Calls",NA,NA,NA,2023
"230504GG02226",2023-05-04,NA,"All Calls",NA,NA,NA,2023
"230504GG02437",2023-05-04,NA,"All Calls",NA,NA,NA,2023
"230505GG02604",2023-05-05,NA,"All Calls",NA,NA,NA,2023
"230506GG00092",2023-05-06,2023-05-06,"All Calls","Unit Assigned",NA,NA,2023
"230506GG00139",2023-05-06,NA,"All Calls",NA,NA,NA,2023
"230506GG00457",2023-05-06,NA,"All Calls",NA,NA,NA,2023
"230506GG01986",2023-05-06,NA,"All Calls",NA,NA,NA,2023
"230507GG00196",2023-05-07,2023-05-07,"All Calls","Unit Assigned",NA,NA,2023
"230508GG00208",2023-05-08,NA,"All Calls",NA,NA,NA,2023
"230508GG02126",2023-05-08,NA,"All Calls",NA,NA,NA,2023
"230508GG02181",2023-05-08,2023-05-08,"All Calls","Unit Assigned",NA,NA,2023
"230509GG02060",2023-05-09,NA,"All Calls",NA,NA,NA,2023
"230509GG02093",2023-05-09,NA,"All Calls",NA,NA,NA,2023
"230510GG01836",2023-05-10,NA,"All Calls",NA,NA,NA,2023
"230510GG01996",2023-05-10,NA,"All Calls",NA,NA,NA,2023
"230511GG01435",2023-05-11,NA,"All Calls",NA,NA,NA,2023
"230512GG00621",2023-05-12,NA,"All Calls",NA,NA,NA,2023
"230512GG02405",2023-05-12,NA,"All Calls",NA,NA,NA,2023
"230512GG02560",2023-05-12,NA,"All Calls",NA,NA,NA,2023
"230512GG02612",2023-05-12,NA,"All Calls",NA,NA,NA,2023
"230513GG01922",2023-05-13,NA,"All Calls",NA,NA,NA,2023
"230513GG02381",2023-05-13,NA,"All Calls",NA,NA,NA,2023
"230514GG01312",2023-05-14,NA,"All Calls",NA,NA,NA,2023
"230514GG01439",2023-05-14,NA,"All Calls",NA,NA,NA,2023
"230514GG02163",2023-05-14,NA,"All Calls",NA,NA,NA,2023
"230515GG00205",2023-05-15,NA,"All Calls",NA,NA,NA,2023
"230515GG02302",2023-05-15,NA,"All Calls",NA,NA,NA,2023
"230516GG02268",2023-05-16,NA,"All Calls",NA,NA,NA,2023
"230517GG00063",2023-05-17,NA,"All Calls",NA,NA,NA,2023
"230517GG01176",2023-05-17,NA,"All Calls",NA,NA,NA,2023
"230517GG02331",2023-05-17,NA,"All Calls",NA,NA,NA,2023
"230518GG00254",2023-05-18,NA,"All Calls",NA,NA,NA,2023
"230518GG01787",2023-05-18,NA,"All Calls",NA,NA,NA,2023
"230518GG02125",2023-05-18,NA,"All Calls",NA,NA,NA,2023
"230518GG02316",2023-05-18,NA,"All Calls",NA,NA,NA,2023
"230519GG00726",2023-05-19,NA,"All Calls",NA,NA,NA,2023
"230519GG02719",2023-05-19,2023-05-19,"All Calls","Unit Assigned",NA,NA,2023
"230520GG00195",2023-05-20,NA,"All Calls",NA,NA,NA,2023
"230520GG01632",2023-05-20,NA,"All Calls",NA,NA,NA,2023
"230520GG02111",2023-05-20,NA,"All Calls",NA,NA,NA,2023
"230521GG00288",2023-05-21,NA,"All Calls",NA,NA,NA,2023
"230521GG01794",2023-05-21,NA,"All Calls",NA,NA,NA,2023
"230522GG01991",2023-05-22,NA,"All Calls",NA,NA,NA,2023
"230523GG01969",2023-05-23,NA,"All Calls",NA,NA,NA,2023
"230525GG01538",2023-05-25,NA,"All Calls",NA,NA,NA,2023
"230526GG00212",2023-05-26,NA,"All Calls",NA,NA,NA,2023
"230526GG00752",2023-05-26,2023-05-26,"All Calls","Unit Assigned",NA,NA,2023
"230526GG01545",2023-05-26,NA,"All Calls",NA,NA,NA,2023
"230527GG00224",2023-05-27,NA,"All Calls",NA,NA,NA,2023
"230527GG00321",2023-05-27,NA,"All Calls",NA,NA,NA,2023
"230527GG00714",2023-05-27,NA,"All Calls",NA,NA,NA,2023
"230527GG01718",2023-05-27,NA,"All Calls",NA,NA,NA,2023
"230527GG01802",2023-05-27,NA,"All Calls",NA,NA,NA,2023
"230527GG01945",2023-05-27,NA,"All Calls",NA,NA,NA,2023
"230528GG00014",2023-05-28,NA,"All Calls",NA,NA,NA,2023
"230528GG01481",2023-05-28,NA,"All Calls",NA,NA,NA,2023
"230529GG00248",2023-05-29,NA,"All Calls",NA,NA,NA,2023
"230530GG00081",2023-05-30,NA,"All Calls",NA,NA,NA,2023
"230531GG02285",2023-05-31,NA,"All Calls",NA,NA,NA,2023
"230601GG02267",2023-06-01,NA,"All Calls",NA,NA,NA,2023
"230602GG00057",2023-06-02,NA,"All Calls",NA,NA,NA,2023
"230602GG01357",2023-06-02,NA,"All Calls",NA,NA,NA,2023
"230602GG02571",2023-06-02,NA,"All Calls",NA,NA,NA,2023
"230603GG00297",2023-06-03,NA,"All Calls",NA,NA,NA,2023
"230603GG01493",2023-06-03,NA,"All Calls",NA,NA,NA,2023
"230603GG02626",2023-06-03,NA,"All Calls",NA,NA,NA,2023
"230603GG02832",2023-06-03,NA,"All Calls",NA,NA,NA,2023
"230604GG00376",2023-06-04,NA,"All Calls",NA,NA,NA,2023
"230604GG01927",2023-06-04,NA,"All Calls",NA,NA,NA,2023
"230604GG02633",2023-06-04,NA,"All Calls",NA,NA,NA,2023
"230606GG00751",2023-06-06,NA,"All Calls",NA,NA,NA,2023
"230607GG00013",2023-06-07,NA,"All Calls",NA,NA,NA,2023
"230608GG01546",2023-06-08,NA,"All Calls",NA,NA,NA,2023
"230608GG01731",2023-06-08,NA,"All Calls",NA,NA,NA,2023
"230609GG01974",2023-06-09,NA,"All Calls",NA,NA,NA,2023
"230609GG02123",2023-06-09,NA,"All Calls",NA,NA,NA,2023
"230609GG02342",2023-06-09,NA,"All Calls",NA,NA,NA,2023
"230610GG01554",2023-06-10,NA,"All Calls",NA,NA,NA,2023
"230610GG01684",2023-06-10,NA,"All Calls",NA,NA,NA,2023
"230610GG02245",2023-06-10,NA,"All Calls",NA,NA,NA,2023
"230610GG02506",2023-06-10,NA,"All Calls",NA,NA,NA,2023
"230610GG02555",2023-06-10,NA,"All Calls",NA,NA,NA,2023
"230611GG00107",2023-06-11,NA,"All Calls",NA,NA,NA,2023
"230611GG01960",2023-06-11,NA,"All Calls",NA,NA,NA,2023
"230611GG01963",2023-06-11,NA,"All Calls",NA,NA,NA,2023
"230611GG02021",2023-06-11,2023-06-11,"All Calls","Unit Assigned",NA,NA,2023
"230611GG02562",2023-06-11,NA,"All Calls",NA,NA,NA,2023
"230612GG00188",2023-06-12,NA,"All Calls",NA,NA,NA,2023
"230612GG01849",2023-06-12,NA,"All Calls",NA,NA,NA,2023
"230613GG00031",2023-06-13,NA,"All Calls",NA,NA,NA,2023
"230613GG01675",2023-06-13,NA,"All Calls",NA,NA,NA,2023
"230613GG02191",2023-06-13,NA,"All Calls",NA,NA,NA,2023
"230614GG02230",2023-06-14,NA,"All Calls",NA,NA,NA,2023
"230616GG00405",2023-06-16,NA,"All Calls",NA,NA,NA,2023
"230617GG00219",2023-06-17,NA,"All Calls",NA,NA,NA,2023
"230617GG00523",2023-06-17,NA,"All Calls",NA,NA,NA,2023
"230617GG02583",2023-06-17,2023-06-17,"All Calls","Unit Assigned",NA,NA,2023
"230619GG01110",2023-06-19,NA,"All Calls",NA,NA,NA,2023
"230619GG01423",2023-06-19,NA,"All Calls",NA,NA,NA,2023
"230621GG00681",2023-06-21,NA,"All Calls",NA,NA,NA,2023
"230621GG02035",2023-06-21,NA,"All Calls",NA,NA,NA,2023
"230621GG02144",2023-06-21,NA,"All Calls",NA,NA,NA,2023
"230621GG02269",2023-06-21,NA,"All Calls",NA,NA,NA,2023
"230622GG02297",2023-06-22,NA,"All Calls",NA,NA,NA,2023
"230622GG02411",2023-06-22,NA,"All Calls",NA,NA,NA,2023
"230623GG02084",2023-06-23,NA,"All Calls",NA,NA,NA,2023
"230623GG02515",2023-06-23,NA,"All Calls",NA,NA,NA,2023
"230624GG00024",2023-06-24,NA,"All Calls",NA,NA,NA,2023
"230624GG00120",2023-06-24,NA,"All Calls",NA,NA,NA,2023
"230624GG00289",2023-06-24,NA,"All Calls",NA,NA,NA,2023
"230624GG01426",2023-06-24,NA,"All Calls",NA,NA,NA,2023
"230624GG01769",2023-06-24,NA,"All Calls",NA,NA,NA,2023
"230624GG02565",2023-06-24,NA,"All Calls",NA,NA,NA,2023
"230625GG01484",2023-06-25,NA,"All Calls",NA,NA,NA,2023
"230625GG01687",2023-06-25,NA,"All Calls",NA,NA,NA,2023
"230625GG02078",2023-06-25,NA,"All Calls",NA,NA,NA,2023
"230626GG00106",2023-06-26,NA,"All Calls",NA,NA,NA,2023
"230626GG00160",2023-06-26,NA,"All Calls",NA,NA,NA,2023
"230626GG00199",2023-06-26,NA,"All Calls",NA,NA,NA,2023
"230627GG00240",2023-06-27,NA,"All Calls",NA,NA,NA,2023
"230627GG01639",2023-06-27,2023-06-27,"All Calls","Unit Assigned",NA,NA,2023
"230629GG02459",2023-06-29,NA,"All Calls",NA,NA,NA,2023
"230701GG01341",2023-07-01,NA,"All Calls",NA,NA,NA,2023
"230701GG01607",2023-07-01,NA,"All Calls",NA,NA,NA,2023
"230701GG01922",2023-07-01,NA,"All Calls",NA,NA,NA,2023
"230702GG02170",2023-07-02,NA,"All Calls",NA,NA,NA,2023
"230702GG02573",2023-07-02,NA,"All Calls",NA,NA,NA,2023
"230702GG02645",2023-07-02,NA,"All Calls",NA,NA,NA,2023
"230703GG00443",2023-07-03,NA,"All Calls",NA,NA,NA,2023
"230704GG00340",2023-07-04,NA,"All Calls",NA,NA,NA,2023
"230704GG02170",2023-07-04,NA,"All Calls",NA,NA,NA,2023
"230706GG00721",2023-07-06,NA,"All Calls",NA,NA,NA,2023
"230707GG02223",2023-07-07,NA,"All Calls",NA,NA,NA,2023
"230707GG02285",2023-07-07,NA,"All Calls",NA,NA,NA,2023
"230708GG02325",2023-07-08,NA,"All Calls",NA,NA,NA,2023
"230709GG01425",2023-07-09,NA,"All Calls",NA,NA,NA,2023
"230709GG01740",2023-07-09,NA,"All Calls",NA,NA,NA,2023
"230709GG02151",2023-07-09,NA,"All Calls",NA,NA,NA,2023
"230711GG00326",2023-07-11,NA,"All Calls",NA,NA,NA,2023
"230711GG00581",2023-07-11,NA,"All Calls",NA,NA,NA,2023
"230711GG01182",2023-07-11,NA,"All Calls",NA,NA,NA,2023
"230711GG01990",2023-07-11,NA,"All Calls",NA,NA,NA,2023
"230713GG01420",2023-07-13,NA,"All Calls",NA,NA,NA,2023
"230713GG01764",2023-07-13,NA,"All Calls",NA,NA,NA,2023
"230713GG02058",2023-07-13,NA,"All Calls",NA,NA,NA,2023
"230714GG02320",2023-07-14,NA,"All Calls",NA,NA,NA,2023
"230715GG01399",2023-07-15,NA,"All Calls",NA,NA,NA,2023
"230715GG01524",2023-07-15,NA,"All Calls",NA,NA,NA,2023
"230715GG01607",2023-07-15,NA,"All Calls",NA,NA,NA,2023
"230715GG01791",2023-07-15,NA,"All Calls",NA,NA,NA,2023
"230715GG02239",2023-07-15,NA,"All Calls",NA,NA,NA,2023
"230715GG02350",2023-07-15,NA,"All Calls",NA,NA,NA,2023
"230716GG00144",2023-07-16,NA,"All Calls",NA,NA,NA,2023
"230716GG00156",2023-07-16,NA,"All Calls",NA,NA,NA,2023
"230716GG00242",2023-07-16,NA,"All Calls",NA,NA,NA,2023
"230716GG00984",2023-07-16,NA,"All Calls",NA,NA,NA,2023
"230717GG00062",2023-07-17,NA,"All Calls",NA,NA,NA,2023
"230717GG01745",2023-07-17,NA,"All Calls",NA,NA,NA,2023
"230717GG02171",2023-07-17,NA,"All Calls",NA,NA,NA,2023
"230717GG02246",2023-07-17,NA,"All Calls",NA,NA,NA,2023
"230718GG02051",2023-07-18,NA,"All Calls",NA,NA,NA,2023
"230719GG01350",2023-07-19,NA,"All Calls",NA,NA,NA,2023
"230720GG02540",2023-07-20,NA,"All Calls",NA,NA,NA,2023
"230721GG00044",2023-07-21,NA,"All Calls",NA,NA,NA,2023
"230721GG02442",2023-07-21,NA,"All Calls",NA,NA,NA,2023
"230721GG02821",2023-07-21,NA,"All Calls",NA,NA,NA,2023
"230722GG00027",2023-07-22,NA,"All Calls",NA,NA,NA,2023
"230722GG00190",2023-07-22,NA,"All Calls",NA,NA,NA,2023
"230722GG01817",2023-07-22,NA,"All Calls",NA,NA,NA,2023
"230722GG02211",2023-07-22,2023-07-22,"All Calls","Unit Assigned","Stop",NA,2023
"230723GG02555",2023-07-23,2023-07-23,"All Calls","Unit Assigned",NA,NA,2023
"230724GG00050",2023-07-24,NA,"All Calls",NA,NA,NA,2023
"230724GG00076",2023-07-24,NA,"All Calls",NA,NA,NA,2023
"230724GG00311",2023-07-24,NA,"All Calls",NA,NA,NA,2023
"230725GG00546",2023-07-25,NA,"All Calls",NA,NA,NA,2023
"230725GG01362",2023-07-25,NA,"All Calls",NA,NA,NA,2023
"230725GG02265",2023-07-25,NA,"All Calls",NA,NA,NA,2023
"230727GG01783",2023-07-27,NA,"All Calls",NA,NA,NA,2023
"230727GG01826",2023-07-27,NA,"All Calls",NA,NA,NA,2023
"230727GG02057",2023-07-27,NA,"All Calls",NA,NA,NA,2023
"230727GG02235",2023-07-27,NA,"All Calls",NA,NA,NA,2023
"230728GG01349",2023-07-28,NA,"All Calls",NA,NA,NA,2023
"230728GG01902",2023-07-28,NA,"All Calls",NA,NA,NA,2023
"230728GG02617",2023-07-28,NA,"All Calls",NA,NA,NA,2023
"230729GG00129",2023-07-29,NA,"All Calls",NA,NA,NA,2023
"230729GG00229",2023-07-29,2023-07-29,"All Calls","Unit Assigned",NA,NA,2023
"230729GG00374",2023-07-29,NA,"All Calls",NA,NA,NA,2023
"230729GG02043",2023-07-29,2023-07-29,"All Calls","Unit Assigned",NA,NA,2023
"230729GG02265",2023-07-29,NA,"All Calls",NA,NA,NA,2023
"230730GG02288",2023-07-30,NA,"All Calls",NA,NA,NA,2023
"230802GG01350",2023-08-02,NA,"All Calls",NA,NA,NA,2023
"230802GG01606",2023-08-02,NA,"All Calls",NA,NA,NA,2023
"230803GG02201",2023-08-03,NA,"All Calls",NA,NA,NA,2023
"230804GG00642",2023-08-04,NA,"All Calls",NA,NA,NA,2023
"230804GG01550",2023-08-04,NA,"All Calls",NA,NA,NA,2023
"230804GG02380",2023-08-04,NA,"All Calls",NA,NA,NA,2023
"230805GG00374",2023-08-05,NA,"All Calls",NA,NA,NA,2023
"230805GG01037",2023-08-05,NA,"All Calls",NA,NA,NA,2023
"230805GG02350",2023-08-05,NA,"All Calls",NA,NA,NA,2023
"230806GG01884",2023-08-06,NA,"All Calls",NA,NA,NA,2023
"230808GG00046",2023-08-08,NA,"All Calls",NA,NA,NA,2023
"230808GG02040",2023-08-08,NA,"All Calls",NA,NA,NA,2023
"230808GG02317",2023-08-08,NA,"All Calls",NA,NA,NA,2023
"230810GG00861",2023-08-10,NA,"All Calls",NA,NA,NA,2023
"230810GG01765",2023-08-10,NA,"All Calls",NA,NA,NA,2023
"230810GG01951",2023-08-10,NA,"All Calls",NA,NA,NA,2023
"230810GG02031",2023-08-10,NA,"All Calls",NA,NA,NA,2023
"230811GG01923",2023-08-11,NA,"All Calls",NA,NA,NA,2023
"230811GG02348",2023-08-11,NA,"All Calls",NA,NA,NA,2023
"230812GG01683",2023-08-12,NA,"All Calls",NA,NA,NA,2023
"230812GG02271",2023-08-12,NA,"All Calls",NA,NA,NA,2023
"230813GG02085",2023-08-13,NA,"All Calls",NA,NA,NA,2023
"230813GG02311",2023-08-13,NA,"All Calls",NA,NA,NA,2023
"230813GG02469",2023-08-13,NA,"All Calls",NA,NA,NA,2023
"230813GG02492",2023-08-13,NA,"All Calls",NA,NA,NA,2023
"230814GG01782",2023-08-14,NA,"All Calls",NA,NA,NA,2023
"230814GG01908",2023-08-14,2023-08-14,"All Calls","Unit Assigned",NA,NA,2023
"230815GG00541",2023-08-15,NA,"All Calls",NA,NA,NA,2023
"230816GG02443",2023-08-16,NA,"All Calls",NA,NA,NA,2023
"230816GG02503",2023-08-16,NA,"All Calls",NA,NA,NA,2023
"230817GG02055",2023-08-17,NA,"All Calls",NA,NA,NA,2023
"230817GG02254",2023-08-17,NA,"All Calls",NA,NA,NA,2023
"230817GG02312",2023-08-17,NA,"All Calls",NA,NA,NA,2023
"230818GG02384",2023-08-18,NA,"All Calls",NA,NA,NA,2023
"230818GG02396",2023-08-18,NA,"All Calls",NA,NA,NA,2023
